Table with column headers in row 3,,,,,,
"2021 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2022",,,,,,
State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
MT,30,03090,Beaverhead County High School District,"9,034",428,44
MT,30,03270,Belfry K-12 Schools,605,88,18
MT,30,03290,Belgrade Elementary School District,"25,692","3,298",217
MT,30,03330,Belgrade High School District,"26,007","1,305",67
MT,30,03420,Belt Elementary School District,"2,156",238,26
MT,30,03450,Belt High School District,"2,001",127,10
MT,30,03480,Benton Lake Elementary School District,84,8,1
MT,30,03600,Biddle Elementary School District,101,6,1
MT,30,03750,Big Sandy K-12 Schools,"1,231",215,25
MT,30,00654,Big Sky School K-12,"3,467",393,22
MT,30,03800,Big Timber Elementary School District,"2,778",277,34
MT,30,03820,Bigfork Elementary School District,"7,163",667,69
MT,30,03840,Bigfork High School District,"9,178",428,31
MT,30,03870,Billings Elementary School District,"119,404","13,862","1,851"
MT,30,03900,Billings High School District,"135,798","7,107",661
MT,30,03990,Birney Elementary School District,89,16,6
MT,30,04200,Bloomfield Elementary School District,114,14,2
MT,30,04230,Blue Creek Elementary School District,"2,384",282,24
MT,30,04260,Bonner Elementary School District,"3,160",320,58
MT,30,04380,Boulder Elementary School District,"2,165",183,26
MT,30,04440,Box Elder Elementary School District,517,99,30
MT,30,04500,Box Elder High School District,587,41,8
MT,30,04560,Bozeman Elementary School District,"71,962","6,319",385
MT,30,04590,Bozeman High School District,"81,785","3,076",137
MT,30,04800,Bridger K-12 Schools,"1,370",189,26
MT,30,00006,Broadus Elementary School District,"1,292",86,13
MT,30,04890,Broadview Elementary School District,892,111,16
MT,30,04920,Broadview High School District,969,71,5
MT,30,05010,Brockton Elementary School District,632,114,38
MT,30,05040,Brockton High School District,632,68,25
MT,30,05130,Brorson Elementary School District,219,32,2
MT,30,05140,Browning Elementary School District,"8,589","1,510",452
MT,30,05190,Browning High School District,"9,167",637,144
MT,30,05280,Butte Elementary School District,"33,341","3,397",568
MT,30,05310,Butte High School District,"35,373","1,795",218
MT,30,05330,Bynum Elementary School District,212,25,5
MT,30,05460,Canyon Creek Elementary School District,"2,021",238,25
MT,30,05550,Cardwell Elementary School District,523,49,9
MT,30,05610,Carter County High School District,"1,394",81,12
MT,30,05760,Carter Elementary School District,174,16,2
MT,30,05880,Cascade Elementary School District,"2,060",210,37
MT,30,05910,Cascade High School District,"2,897",201,28
MT,30,05990,Cayuse Prairie Elementary School District,"2,726",335,29
MT,30,25130,Centerville Elementary School District,"1,499",190,28
MT,30,25140,Centerville High School District,"1,512",105,10
MT,30,06112,Charlo Elementary School District,"1,463",182,31
MT,30,06115,Charlo High School District,"1,948",117,18
MT,30,00098,Chester-Joplin-Inverness Elementary School District,"1,960",193,35
MT,30,00101,Chester-Joplin-Inverness High School District,"2,123",121,17
MT,30,06260,Chinook Elementary School District,"1,830",250,37
MT,30,06270,Chinook High School District,"2,214",118,11
MT,30,06320,Choteau Elementary School District,"2,719",306,54
MT,30,06330,Choteau High School District,"3,082",186,21
MT,30,06790,Circle Elementary School District,"1,264",122,25
MT,30,06810,Circle High School District,"1,718",104,14
MT,30,06840,Clancy Elementary School District,"3,159",342,17
MT,30,04050,Cleveland Elementary School District,76,6,0
MT,30,06870,Clinton Elementary School District,"2,298",290,30
MT,30,07030,Cohagen Elementary School District,210,29,5
MT,30,07050,Colstrip Elementary School District,"2,289",351,33
MT,30,07080,Colstrip High School District,"2,289",176,32
MT,30,07110,Columbia Falls Elementary School District,"16,483","1,794",232
MT,30,07140,Columbia Falls High School District,"17,072",940,79
MT,30,07190,Columbus Elementary School District,"4,129",501,45
MT,30,07200,Columbus High School District,"4,149",244,16
MT,30,07330,Conrad Elementary School District,"3,098",328,62
MT,30,07320,Conrad High School District,"3,437",206,29
MT,30,07350,Cooke City Elementary School District,106,6,1
MT,30,07410,Corvallis K-12 Schools,"8,897","1,593",214
MT,30,07500,Cottonwood Elementary School District,295,26,2
MT,30,14150,Cottonwood Elementary School District,346,31,2
MT,30,07710,Creston Elementary School District,"1,475",150,8
MT,30,07830,Culbertson Elementary School District,"1,148",132,26
MT,30,07860,Culbertson High School District,"1,089",105,12
MT,30,07930,Custer County High School District,"11,916",636,62
MT,30,08130,Custer K-12 Schools,306,46,15
MT,30,00003,Cut Bank Elementary School District,"4,618",653,144
MT,30,08190,Cut Bank High School District,"4,618",307,70
MT,30,08280,Darby K-12 Schools,"4,161",423,82
MT,30,08310,Davey Elementary School District,88,13,3
MT,30,08340,Dawson High School District,"8,416",434,46
MT,30,08880,DeSmet Elementary School District,"1,646",181,30
MT,30,08470,Deer Creek Elementary School District,385,45,6
MT,30,08670,Deer Lodge Elementary School District,"5,942",379,72
MT,30,08700,Deer Park Elementary School District,"1,334",174,17
MT,30,08730,Deerfield Elementary School District,73,15,10
MT,30,08860,Denton Elementary School District,480,46,12
MT,30,08850,Denton High School District,553,28,5
MT,30,08910,Dillon Elementary School District,"8,003",643,86
MT,30,09000,Divide Elementary School District,213,21,2
MT,30,09030,Dixon Elementary School District,485,53,19
MT,30,09120,Dodson K-12,370,82,13
MT,30,09180,Drummond Elementary School District,"1,045",84,12
MT,30,09210,Drummond High School District,"1,323",49,7
MT,30,09330,Dupuyer Elementary School District,401,53,11
MT,30,00102,Dutton/Brady K-12 Schools,982,139,27
MT,30,09510,East Glacier Park Elementary School District,578,78,26
MT,30,09560,East Helena K-12,"10,391","1,835",145
MT,30,09670,Ekalaka Elementary School District,"1,067",101,21
MT,30,09720,Elder Grove Elementary School District,"4,708",629,36
MT,30,09780,Elliston Elementary School District,337,20,3
MT,30,09840,Elysian Elementary School District,"3,696",404,26
MT,30,09930,Ennis K-12 Schools,"4,514",430,40
MT,30,10080,Eureka Elementary School District,"5,368",547,128
MT,30,10920,Evergreen Elementary School District,"6,417",779,139
MT,30,10230,Fair-Mont-Egan Elementary School District,"1,500",191,10
MT,30,10140,Fairfield Elementary School District,"1,365",178,15
MT,30,10170,Fairfield High School District,"1,980",138,12
MT,30,10210,Fairview Elementary School District,"1,615",219,34
MT,30,10290,Fairview High School District,"1,659",124,13
MT,30,10530,Fergus High School District,"8,914",478,46
MT,30,10800,Fishtail Elementary School District,286,21,6
MT,30,15420,Flathead High School District,"68,478","3,633",295
MT,30,11100,Florence-Carlton K-12 Schools,"5,951",949,78
MT,30,11160,Forsyth Elementary School District,"2,156",211,24
MT,30,11190,Forsyth High School District,"2,208",105,9
MT,30,11240,Fort Benton Elementary School District,"1,894",170,15
MT,30,11260,Fort Benton High School District,"2,270",107,8
MT,30,11340,Fortine Elementary School District,812,79,19
MT,30,11420,Frazer Elementary School District,542,101,29
MT,30,11460,Frazer High School District,746,63,19
MT,30,11520,Frenchtown K-12 Schools,"7,269","1,319",114
MT,30,11550,Froid Elementary School District,484,77,13
MT,30,11580,Froid High School District,484,34,5
MT,30,11650,Fromberg K-12,"1,054",134,20
MT,30,11670,Frontier Elementary School District,368,51,16
MT,30,11730,Galata Elementary School District,189,26,3
MT,30,11790,Gallatin Gateway Elementary School District,"1,885",172,10
MT,30,11820,Gardiner Elementary School District,"1,297",87,9
MT,30,11850,Gardiner High School District,"1,403",50,6
MT,30,11880,Garfield County High School District,"1,209",60,9
MT,30,21480,Garrison Elementary School District,146,9,3
MT,30,12210,Geraldine K-12,588,84,14
MT,30,12300,Geyser K-12 Schools,376,54,12
MT,30,12350,Gildford Colony Elementary School District,72,12,2
MT,30,12420,Glasgow K-12 Schools,"5,132",858,87
MT,30,12510,Glendive Elementary School District,"7,719",858,127
MT,30,12570,Gold Creek Elementary School District,195,18,2
MT,30,12600,Golden Ridge Elementary School District,191,26,6
MT,30,12900,Grant Elementary School District,102,6,0
MT,30,12960,Grass Range Elementary School District,652,55,5
MT,30,12990,Grass Range High School District,710,54,4
MT,30,13040,Great Falls Elementary School District,"74,609","8,325","1,398"
MT,30,13050,Great Falls High School District,"74,751","3,921",492
MT,30,13110,Greenfield Elementary School District,458,51,7
MT,30,13140,Greycliff Elementary School District,345,39,4
MT,30,13200,Hall Elementary School District,277,18,4
MT,30,13260,Hamilton K-12 Schools,"12,632","1,579",239
MT,30,13310,Hardin Elementary School District,"9,445","1,624",472
MT,30,13340,Hardin High School District,"8,408",632,132
MT,30,13395,Harlem Elementary School District,"2,643",487,119
MT,30,13400,Harlem High School District,"2,778",200,40
MT,30,13470,Harlowton K-12 Schools,"1,845",328,67
MT,30,13530,Harrison K-12 Schools,669,96,22
MT,30,13560,Havre Elementary School District,"12,062","1,530",310
MT,30,13590,Havre High School District,"12,413",690,103
MT,30,13280,Hawks Home Elementary School District,112,8,1
MT,30,13660,Hays-Lodge Pole K-12 Schools,"1,553",418,116
MT,30,00099,Heart Butte K-12 Schools,787,199,50
MT,30,00005,Helena Elementary School District,"56,973","6,211",652
MT,30,13800,Helena Flats Elementary School District,"2,338",301,26
MT,30,13830,Helena High School District,"59,661","2,961",235
MT,30,13860,Hellgate Elementary School District,"16,567","1,653",145
MT,30,13890,Helmville Elementary School District,201,12,4
MT,30,14070,Highwood K-12,461,65,5
MT,30,14340,Hinsdale Elementary School District,392,33,7
MT,30,14370,Hinsdale High School District,415,22,4
MT,30,14430,Hobson K-12 Schools,747,123,30
MT,30,14640,Hot Springs K-12,"1,616",210,55
MT,30,14700,Huntley Project K-12 Schools,"4,515",858,112
MT,30,14760,Hysham K-12 Schools,768,107,23
MT,30,14820,Independent Elementary School District,"3,061",502,23
MT,30,15060,Jackson Elementary School District,140,11,1
MT,30,15120,Jefferson High School District,"8,928",532,25
MT,30,15200,Joliet Elementary School District,"2,195",213,31
MT,30,15260,Joliet High School District,"2,642",158,14
MT,30,15340,Jordan Elementary School District,686,89,16
MT,30,15360,Judith Gap Elementary School District,304,32,10
MT,30,15390,Judith Gap High School District,240,16,3
MT,30,15450,Kalispell Elementary School District,"33,086","3,766",400
MT,30,15510,Kester Elementary School District,101,11,4
MT,30,15570,Kila Elementary School District,"2,157",245,35
MT,30,15610,King Colony Elementary School District,409,45,1
MT,30,07980,Kinsey Elementary School District,513,72,4
MT,30,15640,Kircher Elementary School District,923,98,11
MT,30,15690,Knees Elementary School District,118,14,2
MT,30,16110,LaMotte Elementary School District,936,99,8
MT,30,15990,Lambert Elementary School District,473,60,9
MT,30,16020,Lambert High School District,453,23,3
MT,30,16050,Lame Deer Elementary School District,"2,063",436,161
MT,30,00095,Lame Deer High School District,"4,882",402,119
MT,30,16200,Laurel Elementary School District,"12,531","1,687",196
MT,30,16230,Laurel High School District,"12,083",745,66
MT,30,16290,Lavina K-12 Schools,399,60,9
MT,30,16490,Lewistown Elementary School District,"8,472",824,112
MT,30,16530,Libby K-12 Schools,"10,108","1,409",357
MT,30,00093,Liberty Elementary School District,163,27,10
MT,30,16710,Lima K-12 Schools,490,66,12
MT,30,16770,Lincoln County High School District,"6,804",355,63
MT,30,16810,Lincoln K-12 Schools,"1,229",135,25
MT,30,08400,Lindsay Elementary School District,296,32,5
MT,30,16880,Livingston Elementary School District,"12,115","1,077",132
MT,30,16950,Lockwood K-12,"8,489","1,799",236
MT,30,17010,Lodge Grass Elementary School District,"2,290",435,142
MT,30,17040,Lodge Grass High School District,"2,149",165,42
MT,30,17130,Lolo Elementary School District,"5,684",692,67
MT,30,17190,Lone Rock Elementary School District,"3,615",355,46
MT,30,17340,Lustre Elementary School District,204,24,7
MT,30,17370,Luther Elementary School District,376,24,3
MT,30,17520,Malmborg Elementary School District,254,23,4
MT,30,17580,Malta K-12 Schools,"3,194",573,108
MT,30,17640,Manhattan High School District,"5,677",360,16
MT,30,17610,Manhattan School,"3,609",495,28
MT,30,17700,Marion Elementary School District,"1,881",229,39
MT,30,06030,McCormick Elementary School District,485,44,12
MT,30,18060,McLeod Elementary School District,232,25,1
MT,30,18170,Medicine Lake K-12 Schools,726,129,17
MT,30,18210,Melrose Elementary School District,121,13,3
MT,30,18240,Melstone Elementary School District,547,55,16
MT,30,18270,Melstone High School District,319,15,3
MT,30,18290,Melville Elementary School District,227,26,5
MT,30,21150,Miami Elementary School District,339,35,8
MT,30,18410,Miles City Elementary School District,"9,993",973,131
MT,30,18570,Missoula Elementary School District,"71,369","6,203",826
MT,30,18540,Missoula High School District,"109,617","4,565",422
MT,30,18660,Molt Elementary School District,156,13,2
MT,30,18750,Monforton Elementary School District,"4,893",664,31
MT,30,18780,Montana City Elementary School District,"3,369",421,15
MT,30,18870,Moore Elementary School District,603,71,11
MT,30,18900,Moore High School District,667,30,4
MT,30,18960,Morin Elementary School District,374,60,16
MT,30,00004,Mountain View Elementary School District,0,0,0
MT,30,19170,Nashua K-12 Schools,920,129,9
MT,30,19310,North Harlem Colony Elementary School District,26,2,0
MT,30,00096,North Star Elementary School District,980,126,31
MT,30,00097,North Star High School District,"1,065",58,9
MT,30,00090,Noxon Elementary School District,"1,561",107,24
MT,30,19500,Noxon High School District,"2,651",179,27
MT,30,19530,Nye Elementary School District,205,22,0
MT,30,10950,Olney-Bissell Elementary School District,"1,378",130,25
MT,30,19740,Opheim K-12 Schools,323,54,17
MT,30,19950,Ovando Elementary School District,247,10,2
MT,30,20040,Park City Elementary School District,"2,195",263,25
MT,30,20070,Park City High School District,"2,172",100,7
MT,30,20100,Park High School District,"14,563",583,53
MT,30,20170,Pass Creek Elementary School District,113,15,1
MT,30,20240,Pendroy Elementary School District,157,18,3
MT,30,12840,Philipsburg K-12 Schools,"2,021",240,31
MT,30,20670,Pine Creek Elementary School District,381,22,1
MT,30,20690,Pine Grove Elementary School District,70,5,2
MT,30,20790,Pioneer Elementary School District,"1,030",134,16
MT,30,20850,Plains K-12 Schools,"3,969",525,94
MT,30,20880,Pleasant Valley Elementary School District,183,7,1
MT,30,13360,Plenty Coups High School District,718,60,15
MT,30,20960,Plentywood K-12 Schools,"2,451",346,46
MT,30,21000,Plevna K-12 Schools,464,110,17
MT,30,21030,Polaris Elementary School District,178,15,3
MT,30,21060,Polson Elementary School District,"11,707","1,206",220
MT,30,21090,Polson High School District,"13,054",620,84
MT,30,21240,Poplar Elementary School District,"3,469",656,230
MT,30,21270,Poplar High School District,"3,469",317,111
MT,30,21330,Potomac Elementary School District,"1,160",102,15
MT,30,04860,Powder River County High School District,"1,736",83,11
MT,30,21450,Powell County High School District,"7,315",310,43
MT,30,21510,Power Elementary School District,609,84,13
MT,30,21540,Power High School District,649,45,6
MT,30,21720,Pryor Elementary School District,718,134,44
MT,30,21850,Ramsay Elementary School District,"1,698",217,24
MT,30,21870,Rapelje Elementary School District,224,28,4
MT,30,21900,Rapelje High School District,306,17,2
MT,30,21960,Rau Elementary School District,381,42,6
MT,30,22080,Red Lodge Elementary School District,"3,778",280,31
MT,30,22110,Red Lodge High School District,"4,240",172,15
MT,30,22230,Reed Point Elementary School District,474,30,2
MT,30,22260,Reed Point High School District,426,21,1
MT,30,22290,Reichle Elementary School District,158,17,2
MT,30,22370,Richey Elementary School District,428,42,7
MT,30,22410,Richey High School District,488,21,2
MT,30,22710,Roberts K-12 Schools,935,138,23
MT,30,22750,Rocky Boy Elementary School District,"3,303",650,189
MT,30,28911,Rocky Boy High School District,"3,303",287,64
MT,30,22790,Ronan Elementary School District,"9,146","1,327",291
MT,30,22800,Ronan High School District,"9,146",564,92
MT,30,22920,Rosebud K-12,378,52,14
MT,30,11990,Ross Elementary School District,18,1,0
MT,30,23040,Roundup Elementary School District,"4,392",402,96
MT,30,23070,Roundup High School District,"4,568",210,34
MT,30,23160,Roy K-12 Schools,263,48,13
MT,30,23340,Ryegate K-12 Schools,432,63,19
MT,30,08040,S H Elementary School District,165,10,2
MT,30,08010,S Y Elementary School District,89,3,1
MT,30,23370,Saco Elementary School District,463,40,13
MT,30,23400,Saco High School District,440,28,5
MT,30,12060,Sand Springs Elementary School District,124,11,1
MT,30,23520,Savage Elementary School District,594,71,11
MT,30,23550,Savage High School District,628,45,5
MT,30,23670,Scobey K-12 Schools,"1,686",275,32
MT,30,23730,Seeley Lake Elementary School District,"2,076",161,42
MT,30,23900,Shelby Elementary School District,"3,670",337,72
MT,30,23910,Shelby High School District,"3,860",211,33
MT,30,23940,Shepherd Elementary School District,"4,073",540,75
MT,30,23970,Shepherd High School District,"5,103",322,32
MT,30,24150,Sheridan Elementary School District,"1,673",128,17
MT,30,24180,Sheridan High School District,"1,968",83,8
MT,30,00932,Shields Valley Elementary School District,"1,766",156,20
MT,30,00933,Shields Valley High School District,"1,507",77,10
MT,30,24200,Sidney Elementary School District,"7,904",998,101
MT,30,24230,Sidney High School District,"8,543",518,39
MT,30,24330,Simms High School District,"3,350",218,23
MT,30,02850,Smith Valley Elementary School District,"2,245",279,47
MT,30,00002,Somers Elementary School District,"7,220",847,90
MT,30,00007,South Stacey Elementary School District,102,8,3
MT,30,24690,Spring Creek Colony Elementary School District,33,3,0
MT,30,03660,Spring Creek Elementary School District,69,6,2
MT,30,07950,Spring Creek Elementary School District,106,11,3
MT,30,24810,Springhill Elementary School District,162,9,2
MT,30,06110,St. Ignatius K-12 Schools,"3,536",696,144
MT,30,24930,St. Regis K-12 Schools,"1,409",212,60
MT,30,24990,Stanford K-12 Schools,894,120,22
MT,30,25020,Stevensville Elementary School District,"8,116",782,113
MT,30,25050,Stevensville High School District,"11,732",540,52
MT,30,24300,Sun River Valley Elementary School District,"2,161",277,30
MT,30,25320,Sunburst K-12 Schools,"1,151",202,25
MT,30,25380,Sunset Elementary School District,232,23,2
MT,30,25470,Superior K-12 Schools,"2,557",343,61
MT,30,15930,Swan Lake-Salmon Elementary School District,324,16,2
MT,30,25500,Swan River Elementary School District,"1,664",116,14
MT,30,25530,Swan Valley Elementary School District,536,36,8
MT,30,25560,Sweet Grass County High School District,"3,630",204,21
MT,30,25890,Target Range Elementary School District,"4,280",442,36
MT,30,25950,Terry K-12 Schools,"1,091",161,27
MT,30,26070,Thompson Falls Elementary School District,"4,076",313,77
MT,30,26100,Thompson Falls High School District,"4,274",194,38
MT,30,26160,Three Forks Elementary School District,"4,612",576,50
MT,30,26190,Three Forks High School District,"4,605",295,18
MT,30,04980,Townsend K-12 Schools,"6,135",842,111
MT,30,26400,Trail Creek Elementary School District,168,26,5
MT,30,26460,Trego Elementary School District,624,48,17
MT,30,26490,Trinity Elementary School District,"1,950",208,24
MT,30,26520,Trout Creek Elementary School District,"1,289",93,23
MT,30,26550,Troy Elementary School District,"2,758",246,71
MT,30,26580,Troy High School District,"3,613",153,41
MT,30,26640,Turner Elementary School District,468,56,7
MT,30,26670,Turner High School District,435,26,2
MT,30,26730,Twin Bridges K-12 Schools,"1,346",211,29
MT,30,26880,Ulm Elementary School District,837,88,6
MT,30,15900,Upper West Shore Elementary School District,"1,046",109,19
MT,30,27060,Valier Elementary School District,944,102,14
MT,30,27090,Valier High School District,"1,345",70,8
MT,30,27150,Valley View Elementary School District,301,50,8
MT,30,05850,Vaughn Elementary School District,"1,189",173,33
MT,30,27270,Victor K-12 Schools,"3,763",497,84
MT,30,27340,Vida Elementary School District,454,44,8
MT,30,00094,West Glacier Elementary School District,589,46,2
MT,30,27570,West Valley Elementary School District,"5,612",830,48
MT,30,27630,West Yellowstone K-12,"1,993",306,29
MT,30,27730,Westby K-12 Schools,350,64,8
MT,30,28770,White Sulphur Springs K-12,"1,964",285,53
MT,30,27740,Whitefish Elementary School District,"15,529","1,524",108
MT,30,27790,Whitefish High School District,"16,395",713,40
MT,30,27810,Whitehall Elementary School District,"3,346",260,45
MT,30,27840,Whitehall High School District,"3,999",178,29
MT,30,27930,Whitewater K-12 Schools,187,42,7
MT,30,28020,Wibaux K-12 Schools,934,144,17
MT,30,28140,Willow Creek Elementary School District,454,57,3
MT,30,28170,Willow Creek High School District,332,20,1
MT,30,28380,Winifred K-12 Schools,509,94,22
MT,30,28470,Winnett K-12 Schools,519,55,12
MT,30,28500,Wisdom Elementary School District,273,23,7
MT,30,10820,Wise River Elementary School District,313,20,5
MT,30,28550,Wolf Creek Elementary School District,738,47,10
MT,30,28590,Wolf Point Elementary School District,"4,230",722,211
MT,30,28620,Wolf Point High School District,"4,598",324,71
MT,30,28650,Woodman Elementary School District,428,44,6
MT,30,28800,Wyola Elementary School District,435,74,26
MT,30,28830,Yaak Elementary School District,370,40,13
MT,30,28860,Yellowstone Academy Elementary School District,149,35,2
MT,30,28910,Zurich Elementary School District,245,21,3
NE,31,02770,Adams Central Public Schools,"5,546","1,135",41
NE,31,02790,Ainsworth Community Schools,"2,904",457,71
NE,31,02880,Allen Consolidated Schools,945,188,12
NE,31,02910,Alliance Public Schools,"9,111","1,703",208
NE,31,00080,Alma Public Schools,"1,741",258,30
NE,31,00070,Amherst Public Schools,"1,254",276,23
NE,31,00010,Anselmo-Merna Public Schools,"1,120",219,19
NE,31,03060,Ansley Public Schools,"1,000",192,37
NE,31,03090,Arapahoe Public Schools,"1,698",276,38
NE,31,03120,Arcadia Public Schools,486,115,15
NE,31,03130,Arlington Public Schools,"3,485",692,41
NE,31,00073,Arnold Public Schools,990,187,21
NE,31,03210,Arthur County Schools,456,96,16
NE,31,00034,Ashland-Greenwood Public Schools,"6,043","1,079",66
NE,31,03330,Auburn Public Schools,"5,530",898,100
NE,31,03360,Aurora Public Schools,"6,916","1,243",69
NE,31,03420,Axtell Community Schools,"1,433",276,18
NE,31,03440,Bancroft-Rosalie Community Schools,"1,111",206,46
NE,31,00067,Banner County Public Schools,717,142,22
NE,31,03540,Battle Creek Public Schools,"2,610",572,40
NE,31,00090,Bayard Public Schools,"2,206",371,58
NE,31,03600,Beatrice Public Schools,"14,014","2,316",323
NE,31,03810,Bellevue Public Schools,"52,208","10,111",599
NE,31,03990,Bennington Public Schools,"15,802","3,700",124
NE,31,04020,Bertrand Public Schools,"1,317",218,34
NE,31,04100,Blair Community Schools,"13,616","2,526",146
NE,31,04140,Bloomfield Community Schools,"1,710",294,23
NE,31,04200,Blue Hill Public Schools,"1,361",225,17
NE,31,02820,Boone Central Schools,"3,578",634,54
NE,31,00187,Boyd County Schools,"1,921",289,55
NE,31,04290,Brady Public Schools,818,145,26
NE,31,00105,Bridgeport Public Schools,"2,432",440,77
NE,31,00011,Broken Bow Public Schools,"4,784",866,112
NE,31,00124,Bruning-Davenport Unified School System,"1,282",212,22
NE,31,04640,Burwell Public Schools,"1,821",223,40
NE,31,00012,Callaway Public Schools,"1,261",231,25
NE,31,00015,Cambridge Public Schools,"1,454",217,23
NE,31,04870,Cedar Bluffs Public Schools,"1,372",273,37
NE,31,00099,Centennial Public Schools,"3,401",624,53
NE,31,04920,Central City Public Schools,"4,788",799,69
NE,31,00185,Central Valley Public Schools,"2,022",360,63
NE,31,62950,Centura Public Schools,"2,627",549,58
NE,31,04980,Chadron Public Schools,"6,638",854,110
NE,31,05010,Chambers Public Schools,705,128,19
NE,31,00163,Chase County Schools,"3,142",610,50
NE,31,05160,Clarkson Public Schools,"1,157",209,17
NE,31,05280,Cody-Kilgore Public Schools,454,85,15
NE,31,05340,Columbus Public Schools,"25,008","4,704",409
NE,31,74200,Conestoga Public Schools,"4,551",855,35
NE,31,05460,Cozad Community Schools,"5,025",890,113
NE,31,05520,Crawford Public Schools,"1,279",169,41
NE,31,00140,Creek Valley Schools,"1,898",317,45
NE,31,05550,Creighton Community Public Schools,"1,999",336,45
NE,31,00095,Crete Public Schools,"10,602","2,099",203
NE,31,05630,Crofton Community Schools,"2,185",408,41
NE,31,00130,Cross County Community Schools,"2,064",353,31
NE,31,00002,David City Public Schools,"5,744","1,032",84
NE,31,05910,Deshler Public Schools,"1,267",243,29
NE,31,00125,Diller-Odell Public Schools,"1,379",230,9
NE,31,00121,Doniphan-Trumbull Public Schools,"2,525",491,36
NE,31,69840,Dorchester Public Schools,"1,064",167,11
NE,31,00165,Douglas County West Community Schools,"6,213","1,020",60
NE,31,00077,Dundy County Stratton Public Schools,"2,048",336,71
NE,31,00003,East Butler Public Schools,"2,483",469,29
NE,31,70020,Elba Public Schools,446,61,8
NE,31,70050,Elgin Public Schools,"1,383",234,15
NE,31,70110,Elkhorn Public Schools,"53,463","12,109",347
NE,31,00025,Elkhorn Valley Schools,"2,031",435,49
NE,31,70140,Elm Creek Public Schools,"1,740",341,28
NE,31,01992,Elmwood-Murdock Public Schools,"2,160",450,19
NE,31,70220,Elwood Public Schools,"1,538",211,30
NE,31,00141,Emerson-Hubbard Public Schools,"1,678",292,45
NE,31,00111,Eustis-Farnam Public Schools,"1,096",196,20
NE,31,00133,Exeter-Milligan Public Schools,"1,291",176,15
NE,31,70440,Fairbury Public Schools,"5,592",923,107
NE,31,70530,Falls City Public Schools,"5,743",965,131
NE,31,00118,Fillmore Central Public Schools,"3,463",518,59
NE,31,70650,Fort Calhoun Community Schools,"3,308",606,34
NE,31,00065,Franklin Public Schools,"1,712",253,49
NE,31,00116,Freeman Public Schools,"1,975",391,17
NE,31,70710,Fremont Public Schools,"30,646","5,556",598
NE,31,00096,Friend Public Schools,"1,390",258,20
NE,31,00091,Fullerton Public Schools,"1,753",312,37
NE,31,70800,Garden County Schools,"1,892",293,68
NE,31,00098,Gering Public Schools,"11,140","2,051",324
NE,31,70980,Gibbon Public Schools,"3,068",644,67
NE,31,71010,Giltner Public Schools,710,144,25
NE,31,00170,Gordon-Rushville Public Schools,"4,063",678,137
NE,31,71100,Gothenburg Public Schools,"4,321",777,76
NE,31,00016,Grand Island Public Schools,"53,511","10,853","1,487"
NE,31,71220,Gretna Public Schools,"27,392","6,130",112
NE,31,71370,Hampton Public Schools,762,128,20
NE,31,71520,Hartington Newcastle Public Schools,"3,847",788,70
NE,31,71550,Harvard Public Schools,"1,209",225,29
NE,31,71580,Hastings Public Schools,"22,980","3,817",507
NE,31,71610,Hay Springs Public Schools,"1,107",162,24
NE,31,09120,Hayes Center Public Schools,626,110,23
NE,31,00117,Heartland Community Schools,"2,200",438,53
NE,31,71730,Hemingford Public Schools,"1,829",356,44
NE,31,71820,Hershey Public Schools,"2,021",390,25
NE,31,00123,High Plains Community Schools,"1,766",298,33
NE,31,00120,Hitchcock County School System,"1,710",306,40
NE,31,71940,Holdrege Public Schools,"6,701","1,159",124
NE,31,72000,Homer Community Schools,"1,720",361,33
NE,31,00183,Howells-Dodge Consolidated Schools,"2,049",377,26
NE,31,00179,Humboldt Table Rock Steinauer Public Schools,"2,906",450,74
NE,31,72150,Humphrey Public Schools,"2,261",480,23
NE,31,72210,Hyannis Area Schools,854,156,28
NE,31,00176,Johnson County Central Public Schools,"4,639",614,81
NE,31,72335,Johnson-Brock Public Schools,"1,379",274,31
NE,31,72390,Kearney Public Schools,"39,940","6,423",676
NE,31,72420,Kenesaw Public Schools,"1,425",262,14
NE,31,72480,Keya Paha County Schools,799,114,31
NE,31,72570,Kimball Public Schools,"3,074",476,64
NE,31,00112,Lakeview Community Schools,"5,611","1,248",88
NE,31,00004,Laurel-Concord-Coleridge School,"2,659",446,45
NE,31,72720,Leigh Community Schools,"1,086",190,31
NE,31,72780,Lewiston Consolidated Schools,822,133,24
NE,31,72810,Lexington Public Schools,"12,457","2,616",329
NE,31,00072,Leyton Public Schools,"1,098",146,16
NE,31,72840,Lincoln Public Schools,"297,164","48,149","5,229"
NE,31,72910,Litchfield Public Schools,714,133,13
NE,31,00114,Logan View Public Schools,"2,877",506,40
NE,31,72990,Loomis Public Schools,885,193,13
NE,31,73050,Louisville Public Schools,"3,486",633,26
NE,31,73090,Loup City Public Schools,"2,160",322,58
NE,31,73120,Loup County Public Schools,620,83,23
NE,31,73210,Lyons-Decatur Northeast Schools,"1,869",309,52
NE,31,73230,Madison Public Schools,"3,249",710,72
NE,31,73290,Malcolm Public Schools,"2,304",452,16
