Table with column headers in row 3,,,,,,
"2021 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2022",,,,,,
State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
IA,19,26820,Southeast Polk Community School District,"40,731","7,640",574
IA,19,26850,Southeast Warren Community School District,"3,128",563,32
IA,19,99019,Southeast Webster-Grand Community School District,"3,350",561,67
IA,19,26910,Spencer Community School District,"12,684","2,161",220
IA,19,27000,Spirit Lake Community School District,"8,485","1,219",80
IA,19,27060,Springville Community School District,"2,468",443,27
IA,19,25200,St. Ansgar Community School District,"3,906",689,82
IA,19,27240,Stanton Community School District,"1,153",193,13
IA,19,27270,Starmont Community School District,"3,554",607,73
IA,19,27390,Storm Lake Community School District,"12,851","2,532",304
IA,19,27480,Stratford Community School District,"1,226",175,21
IA,19,27600,Sumner-Fredericksburg Community School District,"4,861",834,58
IA,19,27870,Tipton Community School District,"5,106",826,55
IA,19,27960,Treynor Community School District,"3,208",715,29
IA,19,27990,Tri-Center Community School District,"3,599",753,73
IA,19,28020,Tri-County Community School District,"1,646",294,53
IA,19,28050,Tripoli Community School District,"2,378",399,38
IA,19,28110,Turkey Valley Community School District,"2,835",463,53
IA,19,28170,Twin Cedars Community School District,"2,175",366,38
IA,19,28200,Twin Rivers Community School District,"1,161",211,24
IA,19,28230,Underwood Community School District,"4,022",828,34
IA,19,00022,Union Community School District,"5,945","1,109",102
IA,19,28560,United Community School District,"2,961",442,58
IA,19,28680,Urbandale Community School District,"21,873","4,026",257
IA,19,28980,Van Buren County Community School District,"7,574","1,272",257
IA,19,29010,Van Meter Community School District,"3,799",944,34
IA,19,29280,Villisca Community School District,"1,922",318,69
IA,19,29310,Vinton-Shellsburg Community School District,"10,144","1,657",158
IA,19,29490,Waco Community School District,"2,883",532,71
IA,19,29730,Wapello Community School District,"3,556",570,77
IA,19,29760,Wapsie Valley Community School District,"3,804",753,64
IA,19,30240,Washington Community School District,"10,294","1,861",234
IA,19,30480,Waterloo Community School District,"76,029","12,284","2,042"
IA,19,30510,Waukee Community School District,"69,411","13,711",497
IA,19,30540,Waverly-Shell Rock Community School District,"14,418","2,392",148
IA,19,30560,Wayne Community School District,"3,906",657,101
IA,19,30630,Webster City Community School District,"10,692","1,787",205
IA,19,30720,West Bend-Mallard Community School District,"1,908",348,64
IA,19,30750,West Branch Community School District,"4,525",722,52
IA,19,30780,West Burlington Independent School District,"2,836",461,77
IA,19,30870,West Central Community School District,"1,604",277,41
IA,19,27500,West Central Valley Community School District,"5,852",986,92
IA,19,30900,West Delaware County Community School District,"9,370","1,577",166
IA,19,30930,West Des Moines Community School District,"64,465","10,990",873
IA,19,25920,West Fork Community School District,"4,644",850,92
IA,19,05430,West Hancock Community School District,"3,677",567,51
IA,19,30960,West Harrison Community School District,"2,504",446,65
IA,19,30990,West Liberty Community School District,"6,204","1,256",122
IA,19,31020,West Lyon Community School District,"4,886","1,076",81
IA,19,31080,West Marshall Community School District,"4,619",888,85
IA,19,31110,West Monona Community School District,"4,012",663,100
IA,19,31290,West Sioux Community School District,"4,322",840,77
IA,19,31350,Western Dubuque Community School District,"22,645","4,363",263
IA,19,31470,Westwood Community School District,"3,194",579,67
IA,19,31620,Whiting Community School District,"1,071",185,24
IA,19,31680,Williamsburg Community School District,"6,596","1,239",72
IA,19,31800,Wilton Community School District,"4,707",904,74
IA,19,31830,Winfield-Mount Union Community School District,"1,790",342,40
IA,19,31860,Winterset Community School District,"10,243","1,939",125
IA,19,31920,Woodbine Community School District,"2,608",497,61
IA,19,31950,Woodbury Central Community School District,"2,976",607,66
IA,19,32010,Woodward-Granger Community School District,"5,756","1,193",71
KS,20,03180,Abilene Unified School District 435,"8,386","1,473",155
KS,20,04170,Altoona-Midway Unified School District 387,"1,511",238,46
KS,20,03360,Andover Unified School District 385,"28,781","6,820",301
KS,20,03390,Anthony-Harper Unified School District 361,"4,525",864,156
KS,20,03430,Argonia Public Schools Unified School District 359,938,194,25
KS,20,03450,Arkansas City Unified School District 470,"15,891","3,082",501
KS,20,03510,Ashland Unified School District 220,"1,048",183,36
KS,20,05700,Atchison County Community Schools Unified School District 377,"4,117",792,115
KS,20,03540,Atchison Public Schools Unified School District 409,"11,957","1,954",310
KS,20,03570,Attica Unified School District 511,717,124,25
KS,20,03200,Auburn-Washburn Unified School District 437,"36,417","6,838",502
KS,20,03630,Augusta Unified School District 402,"12,077","2,214",233
KS,20,03720,Baldwin City Unified School District 348,"8,713","1,510",110
KS,20,09450,Barber County North Unified School District 254,"2,820",494,68
KS,20,00012,Barnes Unified School District 223,"2,541",451,38
KS,20,03780,Basehor-Linwood Unified School District 458,"14,686","2,822",144
KS,20,03810,Baxter Springs Unified School District 508,"4,353",764,147
KS,20,03900,Belle Plaine Unified School District 357,"3,011",535,62
KS,20,03870,Beloit Unified School District 273,"4,578",821,97
KS,20,12000,Blue Valley Unified School District 229,"134,116","26,621",711
KS,20,10980,Blue Valley Unified School District 384,"1,723",285,26
KS,20,08550,Bluestem Unified School District 205,"3,663",645,88
KS,20,04050,Bonner Springs Unified School District 204,"15,134","2,914",341
KS,20,04080,Brewster Unified School District 314,592,103,10
KS,20,04140,Bucklin Unified School District 459,"1,254",238,56
KS,20,04200,Buhler Unified School District 313,"13,225","2,435",183
KS,20,04260,Burlingame Public School Unified School District 454,"1,659",301,32
KS,20,04290,Burlington Unified School District 244,"4,138",672,76
KS,20,04350,Burrton Unified School District 369,"1,397",288,56
KS,20,04380,Caldwell Unified School District 360,"1,408",214,46
KS,20,04410,Caney Valley Unified School District 436,"3,702",710,108
KS,20,04440,Canton-Galva Unified School District 419,"2,640",488,39
KS,20,04500,Cedar Vale Unified School District 285,760,145,25
KS,20,00014,Central Heights Unified School District 288,"2,782",489,47
KS,20,00349,Central Plains Unified School District 112,"3,474",559,66
KS,20,04230,Central Unified School District 462,"1,720",344,59
KS,20,08940,Centre Unified School District 397,"1,260",202,25
KS,20,04590,Chanute Public Schools Unified School District 413,"10,413","1,923",334
KS,20,04620,Chapman Unified School District 473,"5,907","1,116",128
KS,20,05250,Chase County Unified School District 284,"2,637",406,55
KS,20,04650,Chase-Raymond Unified School District 401,786,139,29
KS,20,11520,Chautauqua County Community Unified School District 286,"2,283",326,76
KS,20,04670,Cheney Unified School District 268,"3,645",812,70
KS,20,04710,Cherokee Unified School District 247,"4,228",733,111
KS,20,04740,Cherryvale Unified School District 447,"3,945",774,152
KS,20,04770,Chetopa-St. Paul Unified School District 505,"2,456",446,100
KS,20,04790,Cheylin Unified School District 103,"1,001",158,41
KS,20,04800,Cimarron-Ensign Unified School District 102,"3,132",697,66
KS,20,12300,Circle Unified School District 375,"10,666","2,055",205
KS,20,04890,Clay Center Unified School District 379,"7,824","1,417",162
KS,20,04920,Clearwater Unified School District 264,"5,921","1,311",104
KS,20,04950,Clifton-Clyde Unified School District 224,"1,762",316,41
KS,20,04980,Coffeyville Unified School District 445,"12,000","2,071",439
KS,20,05010,Colby Public Schools Unified School District 315,"6,717","1,190",112
KS,20,05070,Columbus Unified School District 493,"6,562","1,087",188
KS,20,05040,Comanche County Unified School District 300,"1,706",322,35
KS,20,05100,Concordia Unified School District 333,"6,587","1,111",159
KS,20,05130,Conway Springs Unified School District 356,"2,381",526,35
KS,20,05190,Copeland Unified School District 476,737,179,11
KS,20,08040,Crest Unified School District 479,"1,214",227,39
KS,20,05370,Cunningham Unified School District 332,"1,235",176,18
KS,20,05490,De Soto Unified School District 232,"37,610","8,144",252
KS,20,05400,Deerfield Unified School District 216,977,220,29
KS,20,05460,Derby Unified School District 260,"37,590","7,534",729
KS,20,05520,Dexter Unified School District 471,602,115,14
KS,20,05550,Dighton Unified School District 482,"1,299",224,30
KS,20,05580,Dodge City Unified School District 443,"31,390","6,789",930
KS,20,00348,Doniphan West Unified School District 111,"2,331",331,48
KS,20,05610,Douglass Public Schools Unified School District 396,"3,298",649,55
KS,20,07290,Durham-Hillsboro-Lehigh Unified School District 410,"4,129",663,63
KS,20,05640,Easton Unified School District 449,"3,321",546,31
KS,20,05730,El Dorado Unified School District 490,"13,949","2,044",330
KS,20,05760,Elk Valley Unified School District 283,705,128,34
KS,20,05790,Elkhart Unified School District 218,"2,090",407,60
KS,20,05800,Ell-Saline Unified School District 307,"1,672",320,30
KS,20,05820,Ellinwood Public Schools Unified School District 355,"2,678",459,65
KS,20,05850,Ellis Unified School District 388,"2,498",496,43
KS,20,05870,Ellsworth Unified School District 327,"4,635",612,48
KS,20,05940,Emporia Unified School District 253,"26,034","4,211",555
KS,20,06000,Erie Unified School District 101,"3,588",716,173
KS,20,06090,Eudora Unified School District 491,"7,794","1,527",95
KS,20,06120,Eureka Unified School District 389,"4,007",652,129
KS,20,08310,Fairfield Unified School District 310,"2,165",396,73
KS,20,11220,Flinthills Unified School District 492,"1,320",255,26
KS,20,08370,Fort Larned Unified School District 495,"6,036",700,85
KS,20,06330,Fort Leavenworth Unified School District 207,"8,499","1,744",91
KS,20,06180,Fort Scott Unified School District 234,"11,923","2,262",447
KS,20,06210,Fowler Unified School District 225,805,144,19
KS,20,06270,Fredonia Unified School District 484,"4,166",697,144
KS,20,06300,Frontenac Public Schools Unified School District 249,"3,947",740,83
KS,20,06360,Galena Unified School District 499,"3,283",566,139
KS,20,06390,Garden City Unified School District 457,"34,863","7,534","1,046"
KS,20,06420,Gardner Edgerton Unified School District 231,"29,190","5,897",319
KS,20,06450,Garnett Unified School District 365,"6,777","1,310",190
KS,20,07890,Geary County Schools Unified School District 475,"43,347","7,763","1,130"
KS,20,06480,Girard Unified School District 248,"5,112",981,207
KS,20,06540,Goddard Unified School District 265,"30,723","7,211",326
KS,20,06570,Goessel Unified School District 411,"1,586",289,17
KS,20,11040,Golden Plains Unified School District 316,650,116,13
KS,20,06580,Goodland Unified School District 352,"5,820","1,059",176
KS,20,06660,Great Bend Unified School District 428,"17,281","3,070",628
KS,20,06690,Greeley County Schools Unified School District 200,"1,304",275,28
KS,20,06720,Greensburg Unified School District 422,"1,533",286,34
KS,20,06780,Grinnell Public Schools Unified School District 291,551,97,14
KS,20,06840,Halstead Unified School District 440,"4,621",977,115
KS,20,06870,Hamilton Unified School District 390,404,68,9
KS,20,06960,Haven Public Schools Unified School District 312,"5,767","1,173",133
KS,20,06990,Haviland Unified School District 474,838,139,19
KS,20,07020,Hays Unified School District 489,"24,565","3,709",397
KS,20,07050,Haysville Unified School District 261,"23,698","5,030",658
KS,20,07080,Healy Public Schools Unified School District 468,313,67,6
KS,20,07110,Herington Unified School District 487,"2,557",393,83
KS,20,07170,Hesston Unified School District 460,"4,333",838,36
KS,20,00006,Hiawatha Unified School District 415,"5,630","1,068",141
KS,20,07260,Hill City Unified School District 281,"2,301",372,54
KS,20,07320,Hoisington Unified School District 431,"3,511",693,140
KS,20,07350,Holcomb Unified School District 363,"3,091",813,76
KS,20,07380,Holton Unified School District 336,"6,032","1,038",125
KS,20,07530,Hoxie Community Schools Unified School District 412,"2,167",401,51
KS,20,07560,Hugoton Public Schools Unified School District 210,"4,759","1,079",134
KS,20,07590,Humboldt Unified School District 258,"2,736",496,87
KS,20,07620,Hutchinson Public Schools Unified School District 308,"31,914","4,858",792
KS,20,07650,Independence Unified School District 446,"12,233","2,193",438
KS,20,07680,Ingalls Unified School District 477,739,161,14
KS,20,07710,Inman Unified School District 448,"2,502",485,39
KS,20,07740,Iola Unified School District 257,"8,095","1,241",271
KS,20,07750,Jayhawk Unified School District 346,"3,246",519,92
KS,20,13020,Jefferson County North Unified School District 339,"2,202",381,39
KS,20,09510,Jefferson West Unified School District 340,"5,008",892,48
KS,20,07800,Jetmore Unified School District 227,"1,660",289,29
KS,20,07950,Kansas City Unified School District 500,"119,130","23,968","5,569"
KS,20,07970,Kaw Valley Unified School District 321,"7,992","2,043",212
KS,20,08070,Kingman-Norwich Unified School District 331,"5,964","1,029",168
KS,20,08100,Kinsley-Offerle Unified School District 347,"1,959",332,51
KS,20,08190,Kismet-Plains Unified School District 483,"2,621",569,84
KS,20,08220,LaCrosse Unified School District 395,"2,060",324,64
KS,20,03300,Labette County Unified School District 506,"7,347","1,429",212
KS,20,08280,Lakin Unified School District 215,"2,914",636,80
KS,20,08340,Lansing Unified School District 469,"14,912","2,560",117
KS,20,08400,Lawrence Unified School District 497,"99,018","12,292","1,188"
KS,20,08430,Leavenworth Unified School District 453,"28,108","4,372",659
KS,20,12810,Lebo-Waverly Unified School District 243,"2,716",463,51
KS,20,08610,Leoti Unified School District 467,"2,093",423,47
KS,20,08670,Leroy-Gridley Unified School District 245,"1,488",222,31
KS,20,08700,Lewis Unified School District 502,701,120,12
KS,20,08730,Liberal Unified School District 480,"20,282","4,592",657
KS,20,08790,Lincoln Unified School District 298,"2,108",372,45
KS,20,08880,Little River Unified School District 444,"1,431",266,31
KS,20,08910,Logan Unified School District 326,828,154,26
KS,20,08970,Louisburg Unified School District 416,"9,774","1,959",108
KS,20,09000,Lyndon Unified School District 421,"2,651",525,59
KS,20,09030,Lyons Unified School District 405,"3,985",727,108
KS,20,09060,Macksville Unified School District 351,"1,132",235,37
KS,20,09090,Madison-Virgil Unified School District 386,"1,284",242,42
KS,20,09140,Maize Unified School District 266,"40,669","8,926",454
KS,20,09180,Manhattan Unified School District 383,"62,405","7,505",888
KS,20,09480,Marais des Cygnes Valley Unified School District 456,"1,366",225,35
KS,20,09240,Marion-Florence Unified School District 408,"3,436",529,58
KS,20,09660,Marmaton Valley Unified School District 256,"1,539",258,43
KS,20,00016,Marysville Unified School District 364,"5,411",972,124
KS,20,09360,McLouth Unified School District 342,"3,271",553,54
KS,20,09390,McPherson Unified School District 418,"15,690","2,769",244
KS,20,09420,Meade Unified School District 226,"1,959",361,37
KS,20,03240,Mill Creek Valley Unified School District 329,"3,691",699,52
KS,20,09600,Minneola Unified School District 219,"1,035",214,28
KS,20,09630,Montezuma Unified School District 371,"1,528",305,24
KS,20,05280,Morris County Unified School District 417,"4,828",765,105
KS,20,09720,Moscow Public Schools Unified School District 209,596,134,13
KS,20,09780,Moundridge Unified School District 423,"3,506",592,31
KS,20,09840,Mulvane Unified School District 263,"9,910","1,992",170
KS,20,00353,Nemaha Unified School District 115,"4,049",807,72
KS,20,09900,Neodesha Unified School District 461,"3,326",673,142
KS,20,09930,Ness City Unified School District 303,"1,646",286,30
KS,20,09960,Newton Unified School District 373,"22,061","3,823",420
KS,20,09990,Nickerson Unified School District 309,"7,187","1,206",157
KS,20,00028,North Central-Washington Schools Unified School District 108,"2,487",386,49
KS,20,04830,North Jackson Unified School District 335,"1,835",338,30
KS,20,03210,North Lyon County Unified School District 251,"3,109",544,60
KS,20,09570,North Ottawa County Unified School District 239,"3,342",597,65
KS,20,03480,Northeast Unified School District 246,"3,990",660,143
KS,20,03270,Northern Valley Unified School District 212,810,134,25
KS,20,10020,Norton Community Schools Unified School District 211,"4,765",650,87
KS,20,10050,Oakley Unified School District 274,"2,587",419,51
KS,20,10080,Oberlin Unified School District 294,"2,587",398,73
KS,20,10140,Olathe Unified School District 233,"165,121","31,029","1,696"
KS,20,10170,Onaga-Havensville-Wheaton Unified School District 322,"2,018",393,40
KS,20,10230,Osage City Unified School District 420,"3,604",618,90
KS,20,10260,Osawatomie Unified School District 367,"6,355","1,138",178
KS,20,10290,Osborne County Unified School District 392,"2,078",356,64
KS,20,10320,Oskaloosa Public Schools Unified School District 341,"3,741",619,55
KS,20,10350,Oswego Unified School District 504,"1,980",339,39
KS,20,04020,Otis-Bison Unified School District 403,"1,235",166,28
KS,20,00015,Ottawa Unified School District 290,"14,627","2,498",302
KS,20,10440,Oxford Unified School District 358,"1,843",305,44
KS,20,10470,Palco Unified School District 269,680,107,31
KS,20,10500,Paola Unified School District 368,"12,002","2,012",142
KS,20,09850,Paradise Unified School District 399,650,96,15
KS,20,10560,Parsons Unified School District 503,"9,151","1,549",340
KS,20,11280,Pawnee Heights Unified School District 496,564,79,11
KS,20,10590,Peabody-Burns Unified School District 398,"2,051",337,42
KS,20,10620,Perry Public Schools Unified School District 343,"6,342",898,93
KS,20,10650,Phillipsburg Unified School District 325,"3,088",509,60
KS,20,05310,Pike Valley Unified School District 426,"1,093",198,22
KS,20,10680,Piper Unified School District 203,"13,909","2,839",133
KS,20,10710,Pittsburg Unified School District 250,"23,304","3,501",791
KS,20,10740,Plainville Unified School District 270,"2,206",369,30
KS,20,10770,Pleasanton Unified School District 344,"2,043",378,67
KS,20,00350,Prairie Hills Unified School District 113,"6,521","1,317",124
KS,20,08250,Prairie View Unified School District 362,"5,841",959,121
KS,20,10890,Pratt Unified School District 382,"8,111","1,465",169
KS,20,10920,Pretty Prairie Unified School District 311,"1,672",342,51
KS,20,10950,Quinter Public Schools Unified School District 293,"1,488",287,39
KS,20,00023,Rawlins County Unified School District 105,"2,186",342,43
KS,20,06240,Remington-Whitewater Unified School District 206,"3,510",718,73
KS,20,11080,Renwick Unified School District 267,"9,382","2,245",96
KS,20,00030,Republic County-Hillcrest Rural Schools Unified School District 109,"3,590",567,73
KS,20,11100,Riley County Unified School District 378,"5,300",874,70
KS,20,00351,Riverside Unified School District 114,"3,333",592,90
KS,20,11130,Riverton Unified School District 404,"3,510",624,89
KS,20,00004,Rock Creek Unified School District 323,"6,180","1,335",89
KS,20,00029,Rock Hills Unified School District 107,"2,648",427,76
KS,20,11190,Rolla Unified School District 217,602,111,12
KS,20,11250,Rose Hill Public Schools Unified School District 394,"8,261","1,740",127
KS,20,09320,Royal Valley Unified School District 337,"4,343",836,113
KS,20,07440,Rural Vista Unified School District 481,"1,875",305,45
KS,20,11310,Russell County Unified School District 407,"5,671",993,167
KS,20,11370,Salina Unified School District 305,"48,012","8,107","1,141"
KS,20,10410,Santa Fe Trail Unified School District 434,"5,990",990,92
KS,20,11400,Satanta Unified School District 507,"1,454",289,33
KS,20,00017,Scott County Unified School District 466,"5,141","1,048",91
KS,20,11490,Seaman Unified School District 345,"20,499","3,865",320
KS,20,11550,Sedgwick Public Schools Unified School District 439,"2,112",464,41
KS,20,12180,Shawnee Heights Unified School District 450,"20,136","3,811",270
KS,20,11640,Shawnee Mission Public Schools Unified School District,"232,659","34,288","1,886"
KS,20,11700,Silver Lake Unified School District 372,"3,420",702,42
KS,20,11430,Skyline Schools Unified School District 438,970,198,33
KS,20,00007,Smith Center Unified School District 237,"2,737",421,58
KS,20,00002,Smoky Valley Unified School District 400,"6,371",944,84
KS,20,11760,Solomon Unified School District 393,"1,993",356,35
KS,20,08130,South Barber Unified School District 255,"1,331",228,46
KS,20,07470,South Brown County Unified School District 430,"3,144",596,143
KS,20,11790,South Haven Unified School District 509,765,170,26
KS,20,00001,Southeast of Saline Unified School District 306,"2,979",588,53
KS,20,06510,Southern Cloud Unified School District 334,"1,338",259,37
KS,20,06930,Southern Lyon County Unified School District 252,"2,730",494,39
KS,20,11820,Spearville Unified School District 381,"1,186",262,16
KS,20,11850,Spring Hill Unified School District 230,"19,209","4,096",174
KS,20,11880,St. Francis Community Schools Unified School District 297,"1,944",297,52
KS,20,11910,St. John-Hudson Unified School District 350,"1,773",320,41
KS,20,11970,Stafford Unified School District 349,"1,337",217,55
KS,20,07860,Stanton County Unified School District 452,"2,067",482,51
KS,20,12030,Sterling Unified School District 376,"2,960",460,57
KS,20,12060,Stockton Unified School District 271,"2,013",326,50
KS,20,12090,Sublette Unified School District 374,"2,119",431,61
KS,20,12120,Sylvan Grove Unified School District 299,"1,565",276,52
KS,20,12150,Syracuse Unified School District 494,"2,484",511,76
KS,20,00346,Thunder Ridge Unified School District 110,"1,428",230,33
KS,20,12210,Tonganoxie Unified School District 464,"11,185","2,101",123
KS,20,12260,Topeka Public Schools Unified School District 501,"94,820","15,319","3,137"
KS,20,00013,Triplains Unified School District 275,478,86,11
KS,20,12330,Troy Public Schools Unified School District 429,"1,840",294,25
KS,20,12360,Turner Unified School District 202,"19,118","3,949",703
KS,20,03960,Twin Valley Unified School District 240,"2,466",419,56
KS,20,12390,Udall Unified School District 463,"1,929",365,42
KS,20,12420,Ulysses Unified School District 214,"7,263","1,622",233
KS,20,12450,Uniontown Unified School District 235,"2,207",507,106
KS,20,12510,Valley Center Public Schools Unified School District 262,"15,476","3,423",247
KS,20,12540,Valley Falls Unified School District 338,"2,191",400,32
KS,20,12780,Valley Heights Unified School District 498,"2,148",381,41
KS,20,04560,Vermillion Unified School District 380,"2,751",507,34
KS,20,12600,Victoria Unified School District 432,"1,745",325,26
KS,20,12630,WaKeeney Unified School District 208,"2,647",380,36
KS,20,06060,Wabaunsee East Unified School District 330,"3,151",472,44
KS,20,04470,Waconda Unified School District 272,"2,388",368,51
KS,20,11610,Wallace County Schools Unified School District 241,"1,213",214,36
KS,20,00003,Wamego Unified School District 320,"8,340","1,672",144
KS,20,12840,Wellington Unified School District 353,"9,104","1,683",275
KS,20,12870,Wellsville Unified School District 289,"4,865",945,57
KS,20,12900,Weskan Unified School District 242,308,69,18
KS,20,07500,West Elk Unified School District 282,"2,185",363,80
KS,20,10800,West Franklin Unified School District 287,"4,926",881,103
KS,20,00020,Western Plains Unified School District 106,"1,064",153,22
KS,20,06630,Wheatland Unified School District 292,836,147,21
KS,20,12990,Wichita Unified School District 259,"330,664","56,537","10,904"
KS,20,13050,Winfield Unified School District 465,"14,459","2,298",330
KS,20,13110,Woodson Unified School District 366,"2,662",429,67
KY,21,00030,Adair County School District,"18,932","2,754",870
KY,21,00070,Allen County School District,"20,797","3,513",762
KY,21,00090,Anchorage Independent School District,"2,600",463,24
KY,21,00120,Anderson County School District,"24,035","4,258",485
KY,21,00150,Ashland Independent School District,"21,613","3,625",976
KY,21,00180,Augusta Independent School District,"1,380",220,55
KY,21,00210,Ballard County School District,"7,695","1,222",238
KY,21,00240,Barbourville Independent School District,"3,097",406,174
KY,21,00270,Bardstown Independent School District,"13,409","2,302",451
KY,21,00300,Barren County School District,"28,137","5,232","1,196"
KY,21,00330,Bath County School District,"12,778","2,362",683
KY,21,00360,Beechwood Independent School District,"6,420","1,447",75
KY,21,00390,Bell County School District,"12,882","2,007",684
KY,21,00420,Bellevue Independent School District,"5,474",618,111
KY,21,00480,Berea Independent School District,"6,988",944,236
KY,21,00510,Boone County School District,"129,313","24,645","1,839"
KY,21,00540,Bourbon County School District,"14,606","2,504",406
KY,21,00570,Bowling Green Independent School District,"28,924","3,586",999
KY,21,00620,Boyd County School District,"22,643","3,584",756
KY,21,00630,Boyle County School District,"16,104","2,546",382
KY,21,00660,Bracken County School District,"7,059","1,281",238
KY,21,00690,Breathitt County School District,"12,436","1,887",692
KY,21,00720,Breckinridge County School District,"19,267","3,185",709
KY,21,00750,Bullitt County School District,"82,916","13,373","1,684"
KY,21,00780,Burgin Independent School District,"2,888",468,64
KY,21,00810,Butler County School District,"12,294","2,070",443
KY,21,00840,Caldwell County School District,"12,624","2,144",476
KY,21,00870,Calloway County School District,"27,362","3,749",596
KY,21,00900,Campbell County School District,"52,063","7,419",707
KY,21,00930,Campbellsville Independent School District,"9,111","1,362",442
KY,21,00960,Carlisle County School District,"4,791",823,176
KY,21,00990,Carroll County School District,"10,863","2,077",476
KY,21,01020,Carter County School District,"26,412","4,476","1,265"
KY,21,01050,Casey County School District,"15,866","2,728",796
KY,21,01110,Caverna Independent School District,"5,734",863,310
KY,21,01150,Christian County School District,"59,601","10,942","2,721"
KY,21,01200,Clark County School District,"36,871","6,136","1,054"
KY,21,01230,Clay County School District,"20,206","3,102","1,295"
KY,21,01260,Clinton County School District,"9,265","1,528",453
KY,21,01290,Cloverport Independent School District,"1,384",238,55
KY,21,01320,Corbin Independent School District,"10,659","1,948",505
KY,21,01350,Covington Independent School District,"32,955","4,622","1,836"
KY,21,01380,Crittenden County School District,"8,947","1,531",386
KY,21,01410,Cumberland County School District,"5,879",935,279
KY,21,01440,Danville Independent School District,"14,643","2,102",492
KY,21,01470,Daviess County School District,"73,268","13,658","1,722"
KY,21,01500,Dawson Springs Independent School District,"2,437",395,147
KY,21,01530,Dayton Independent School District,"5,292",876,250
KY,21,01590,East Bernstadt Independent School District,"1,325",188,60
KY,21,01620,Edmonson County School District,"12,291","1,678",366
KY,21,01650,Elizabethtown Independent School District,"13,244","2,315",459
KY,21,01680,Elliott County School District,"7,381",988,287
KY,21,01710,Eminence Independent School District,"3,287",633,111
KY,21,01740,Erlanger-Elsmere Independent School District,"17,980","2,999",635
KY,21,01760,Estill County School District,"14,092","2,329",617
KY,21,01800,Fairview Independent School District,"3,643",574,143
KY,21,01860,Fayette County School District,"321,793","48,565","7,296"
KY,21,01920,Fleming County School District,"15,224","2,716",601
KY,21,01950,Floyd County School District,"35,274","5,843","1,897"
KY,21,00078,Fort Campbell Dependent Schools,"12,760","2,259",311
KY,21,00079,Fort Knox Dependent Schools,"8,871","1,728",118
KY,21,02040,Fort Thomas Independent School District,"16,174","3,222",145
KY,21,01980,Frankfort Independent School District,"4,586",675,171
KY,21,02010,Franklin County School District,"47,096","7,424","1,142"
KY,21,02100,Fulton County School District,"4,058",609,196
KY,21,02070,Fulton Independent School District,"2,445",418,163
KY,21,02130,Gallatin County School District,"8,755","1,541",335
KY,21,02160,Garrard County School District,"17,362","2,875",537
KY,21,02220,Glasgow Independent School District,"13,379","2,169",684
KY,21,02250,Grant County School District,"21,752","4,194",742
KY,21,02280,Graves County School District,"27,075","4,730",821
KY,21,02300,Grayson County School District,"26,524","4,540","1,017"
KY,21,02340,Green County School District,"11,291","1,797",456
KY,21,02400,Greenup County School District,"18,445","3,043",563
KY,21,02460,Hancock County School District,"9,064","1,707",253
KY,21,02490,Hardin County School District,"92,703","16,884","2,529"
KY,21,02540,Harlan County School District,"23,426","4,085","1,711"
KY,21,02520,Harlan Independent School District,"2,738",496,217
KY,21,02580,Harrison County School District,"18,950","3,174",613
KY,21,02640,Hart County School District,"16,754","3,052",757
KY,21,02670,Hazard Independent School District,"4,685",794,326
KY,21,02710,Henderson County School District,"44,329","7,561","1,189"
KY,21,02760,Henry County School District,"12,370","2,069",350
KY,21,02790,Hickman County School District,"4,424",649,162
KY,21,02860,Hopkins County School District,"42,701","7,308","1,627"
KY,21,02940,Jackson County School District,"12,984","2,218",746
KY,21,02910,Jackson Independent School District,"1,117",194,70
KY,21,02990,Jefferson County School District,"777,874","124,341","21,179"
KY,21,03000,Jenkins Independent School District,"2,846",500,184
KY,21,03030,Jessamine County School District,"53,626","9,500","1,580"
KY,21,03060,Johnson County School District,"18,912","3,271",848
KY,21,03090,Kenton County School District,"107,050","19,115","1,848"
KY,21,03120,Knott County School District,"14,053","2,122",716
KY,21,03150,Knox County School District,"25,637","4,613","1,697"
KY,21,03180,Larue County School District,"15,028","2,545",489
KY,21,03210,Laurel County School District,"62,561","10,495","2,521"
KY,21,03240,Lawrence County School District,"16,290","2,946",897
KY,21,03270,Lee County School District,"7,451","1,020",418
KY,21,03330,Leslie County School District,"10,278","1,673",549
KY,21,03360,Letcher County School District,"18,407","3,018",961
KY,21,03390,Lewis County School District,"12,987","2,173",642
KY,21,03480,Lincoln County School District,"24,243","4,258",975
KY,21,03510,Livingston County School District,"8,959","1,439",275
KY,21,03540,Logan County School District,"21,626","3,949",826
KY,21,03630,Ludlow Independent School District,"5,066",778,203
KY,21,03690,Lyon County School District,"8,803","1,008",173
KY,21,03720,Madison County School District,"87,678","13,473","2,132"
KY,21,03750,Magoffin County School District,"11,497","1,912",787
KY,21,03780,Marion County School District,"19,725","3,532",609
KY,21,03810,Marshall County School District,"31,748","4,914",844
KY,21,03840,Martin County School District,"11,140","1,635",667
KY,21,03870,Mason County School District,"16,931","2,926",638
KY,21,03900,Mayfield Independent School District,"9,540","1,766",497
